serial number,comment,demojized_comment,cleaned_comment,lemmatized_tokens,sentiment_vader,sentiment_textblob,sentiment_transformer,transformer_score,keywords_rake,keywords_yake,keywords_tfidf
356,c) Ensures fault tolerance,c) Ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
357,C Ensures fault tolerance,C Ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
358,Fault Tolerance is the answer,Fault Tolerance is the answer,fault tolerance is the answer,"['fault', 'tolerance', 'answer']",Negative,Neutral,NEGATIVE,0.994261622428894,"['fault tolerance', 'answer']","['fault', 'answer', 'tolerance']","['answer', 'tolerance', 'fault']"
359,Ensure fault tolerance,Ensure fault tolerance,ensure fault tolerance,"['ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.6408483386039734,['ensure fault tolerance'],"['ensure', 'tolerance', 'fault']","['ensure', 'tolerance', 'fault']"
360,Ensure fault tolerance,Ensure fault tolerance,ensure fault tolerance,"['ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.6408483386039734,['ensure fault tolerance'],"['ensure', 'tolerance', 'fault']","['ensure', 'tolerance', 'fault']"
361,Option is C),Option is C),option is c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9232901334762572,"['option', 'c']",['option'],['option']
362,C. Ensures fault tolerance,C. Ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
363,Could I use hadoop to implement a data warehouse?,Could I use hadoop to implement a data warehouse?,could i use hadoop to implement a data warehouse,"['could', 'use', 'hadoop', 'implement', 'data', 'warehouse']",Neutral,Neutral,NEGATIVE,0.9991130232810974,"['use hadoop', 'data warehouse', 'implement', 'could']","['warehouse', 'hadoop', 'implement', 'data']","['data', 'hadoop']"
364,C. Ensures fault tolerance,C. Ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
365,c) ensures Fault Tolerance,c) ensures Fault Tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
366,super,super,super,['super'],Positive,Positive,POSITIVE,0.998783528804779,['super'],['super'],[]
367,all four is the answer,all four is the answer,all four is the answer,"['four', 'answer']",Neutral,Neutral,POSITIVE,0.9988518953323364,"['four', 'answer']",['answer'],['answer']
368,c.) Ensures fault tolerance,c.) Ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
369,Ensure fault tolerance,Ensure fault tolerance,ensure fault tolerance,"['ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.6408483386039734,['ensure fault tolerance'],"['ensure', 'tolerance', 'fault']","['ensure', 'tolerance', 'fault']"
370,c) Ensures fault tolerance,c) Ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
371,"1:16
4:11
5:43","1:16
4:11
5:43",: : :,"[':', ':', ':']",Neutral,Neutral,NEGATIVE,0.6599339842796326,[],[],[]
372,option c is correct,option c is correct,option c is correct,"['option', 'c', 'correct']",Neutral,Neutral,POSITIVE,0.9993643164634703,"['option c', 'correct']","['option', 'correct']","['correct', 'option']"
373,All of the above,All of the above,all of the above,[],Neutral,Neutral,POSITIVE,0.9976146221160888,[],[],[]
374,Ensure fault tolerance,Ensure fault tolerance,ensure fault tolerance,"['ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.6408483386039734,['ensure fault tolerance'],"['ensure', 'tolerance', 'fault']","['ensure', 'tolerance', 'fault']"
375,Great explainer vid! Is Hadoop still relevant today?  how does it work in the AI/ML pipeline ?,Great explainer vid! Is Hadoop still relevant today?  how does it work in the AI/ML pipeline ?,great explainer vid is hadoop still relevant today how does it work in the aiml pipeline,"['great', 'explainer', 'vid', 'hadoop', 'still', 'relevant', 'today', 'work', 'aiml', 'pipeline']",Positive,Positive,POSITIVE,0.8481494188308716,"['hadoop still relevant today', 'great explainer vid', 'aiml pipeline', 'work']","['great', 'pipeline', 'explainer', 'vid', 'hadoop', 'relevant', 'today', 'work', 'aiml']","['does', 'work', 'great', 'hadoop']"
376,Fault tolerance is the answer,Fault tolerance is the answer,fault tolerance is the answer,"['fault', 'tolerance', 'answer']",Negative,Neutral,NEGATIVE,0.994261622428894,"['fault tolerance', 'answer']","['fault', 'answer', 'tolerance']","['answer', 'tolerance', 'fault']"
377,C) Ensures fault tolerance 😃,C) Ensures fault tolerance  grinning_face_with_big_eyes ,c ensures fault tolerance grinning_face_with_big_eyes,"['c', 'ensure', 'fault', 'tolerance', 'grinning_face_with_big_eyes']",Negative,Neutral,POSITIVE,0.933074951171875,['c ensures fault tolerance grinning_face_with_big_eyes'],"['face', 'big', 'eyes', 'grinning', 'ensures', 'fault', 'tolerance']","['ensures', 'tolerance', 'fault']"
378,"Answer is 
C.Ensures Fault Tolerance","Answer is 
C.Ensures Fault Tolerance",answer is censures fault tolerance,"['answer', 'censure', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9904881119728088,"['censures fault tolerance', 'answer']","['answer', 'tolerance', 'censures', 'fault']","['censures', 'answer', 'tolerance', 'fault']"
379,Supports parallel processing,Supports parallel processing,supports parallel processing,"['support', 'parallel', 'processing']",Positive,Neutral,POSITIVE,0.9953300952911376,['supports parallel processing'],"['supports', 'processing', 'parallel']","['processing', 'parallel']"
380,C) ensures fault tolerance,C) ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
381,Option C is correct,Option C is correct,option c is correct,"['option', 'c', 'correct']",Neutral,Neutral,POSITIVE,0.9993643164634703,"['option c', 'correct']","['option', 'correct']","['correct', 'option']"
382,C) ensure fault Tolerance,C) ensure fault Tolerance,c ensure fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.7543250322341919,['c ensure fault tolerance'],"['tolerance', 'ensure', 'fault']","['ensure', 'tolerance', 'fault']"
383,ensures fault tolerance,ensures fault tolerance,ensures fault tolerance,"['ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9771146178245544,['ensures fault tolerance'],"['ensures', 'tolerance', 'fault']","['ensures', 'tolerance', 'fault']"
384,Option C is the right ans,Option C is the right ans,option c is the right ans,"['option', 'c', 'right', 'an']",Neutral,Positive,POSITIVE,0.9996963739395142,"['right ans', 'option c']","['option', 'ans']","['right', 'ans', 'option']"
385,Option C: Ensure Fault tolerances.,Option C: Ensure Fault tolerances.,option c: ensure fault tolerances,"['option', 'c', ':', 'ensure', 'fault', 'tolerance']",Positive,Neutral,NEGATIVE,0.5936421155929565,"['ensure fault tolerances', 'option c']","['option', 'ensure', 'tolerances', 'fault']","['option', 'ensure', 'fault']"
386,🔥🔥🔥🔥🔥🔥🔥🔥, fire  fire  fire  fire  fire  fire  fire  fire ,fire fire fire fire fire fire fire fire,"['fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire']",Negative,Neutral,POSITIVE,0.9830434918403624,['fire fire fire fire fire fire fire fire'],['fire'],[]
387,Its option C) Ensures fault tolerance,Its option C) Ensures fault tolerance,its option c ensures fault tolerance,"['option', 'c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.7511762976646423,['option c ensures fault tolerance'],"['tolerance', 'option', 'ensures', 'fault']","['option', 'ensures', 'tolerance', 'fault']"
388,The answer is : C: Ensure fault tolerance,The answer is : C: Ensure fault tolerance,the answer is : c: ensure fault tolerance,"['answer', ':', 'c', ':', 'ensure', 'fault', 'tolerance']",Positive,Negative,NEGATIVE,0.9465565085411072,"['ensure fault tolerance', 'c', 'answer']","['ensure', 'tolerance', 'answer', 'fault']","['ensure', 'answer', 'tolerance', 'fault']"
389,FAULT TOLERANCE is the answer,FAULT TOLERANCE is the answer,fault tolerance is the answer,"['fault', 'tolerance', 'answer']",Negative,Neutral,NEGATIVE,0.994261622428894,"['fault tolerance', 'answer']","['fault', 'answer', 'tolerance']","['answer', 'tolerance', 'fault']"
390,Option C: Ensure Fault tolenrance,Option C: Ensure Fault tolenrance,option c: ensure fault tolenrance,"['option', 'c', ':', 'ensure', 'fault', 'tolenrance']",Neutral,Neutral,NEGATIVE,0.9826254844665528,"['ensure fault tolenrance', 'option c']","['option', 'ensure', 'tolenrance', 'fault']","['option', 'ensure', 'fault']"
391,C. Ensure Fault Tolerance,C. Ensure Fault Tolerance,c ensure fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.7543250322341919,['c ensure fault tolerance'],"['tolerance', 'ensure', 'fault']","['ensure', 'tolerance', 'fault']"
392,Answer: ensures  fault tolerance,Answer: ensures  fault tolerance,answer: ensures fault tolerance,"['answer', ':', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.7877586483955383,"['ensures fault tolerance', 'answer']","['answer', 'ensures', 'tolerance', 'fault']","['ensures', 'answer', 'tolerance', 'fault']"
393,Nice vid,Nice vid,nice vid,"['nice', 'vid']",Positive,Positive,POSITIVE,0.9998449087142944,['nice vid'],"['nice', 'vid']",['nice']
394,C: fault tolerance,C: fault tolerance,c: fault tolerance,"['c', ':', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9983909130096436,"['fault tolerance', 'c']","['fault', 'tolerance']","['tolerance', 'fault']"
395,C - Ensures fault tolerance.,C - Ensures fault tolerance.,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
396,The answer is C) :),The answer is C) :),the answer is c :,"['answer', 'c', ':']",Neutral,Neutral,NEGATIVE,0.9496749639511108,"['c', 'answer']",['answer'],['answer']
397,ensures fault tolerance,ensures fault tolerance,ensures fault tolerance,"['ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9771146178245544,['ensures fault tolerance'],"['ensures', 'tolerance', 'fault']","['ensures', 'tolerance', 'fault']"
398,Ensure fault tolerance,Ensure fault tolerance,ensure fault tolerance,"['ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.6408483386039734,['ensure fault tolerance'],"['ensure', 'tolerance', 'fault']","['ensure', 'tolerance', 'fault']"
399,Answer is optional C,Answer is optional C,answer is optional c,"['answer', 'optional', 'c']",Neutral,Neutral,POSITIVE,0.8120833039283752,"['optional c', 'answer']","['answer', 'optional']",['answer']
400,C : fault tolerance,C : fault tolerance,c : fault tolerance,"['c', ':', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9983909130096436,"['fault tolerance', 'c']","['fault', 'tolerance']","['tolerance', 'fault']"
401,ensures fault tolerance,ensures fault tolerance,ensures fault tolerance,"['ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9771146178245544,['ensures fault tolerance'],"['ensures', 'tolerance', 'fault']","['ensures', 'tolerance', 'fault']"
402,c. Fault tolerance,c. Fault tolerance,c fault tolerance,"['c', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.994576930999756,['c fault tolerance'],"['tolerance', 'fault']","['tolerance', 'fault']"
403,c. ensures fault tolerance,c. ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
404,ensures fault tolerance,ensures fault tolerance,ensures fault tolerance,"['ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9771146178245544,['ensures fault tolerance'],"['ensures', 'tolerance', 'fault']","['ensures', 'tolerance', 'fault']"
405,"Well explained 👏. But can you compare it with distributed databases, how it is better than those?","Well explained  clapping_hands . But can you compare it with distributed databases, how it is better than those?",well explained clapping_hands but can you compare it with distributed databases how it is better than those,"['well', 'explain', 'clapping_hand', 'compare', 'distribute', 'database', 'well']",Positive,Positive,POSITIVE,0.9483008980751038,"['well explained clapping_hands', 'distributed databases', 'compare', 'better']","['clapping', 'hands', 'explained', 'compare', 'distributed', 'databases']","['clapping_hands', 'better', 'explained']"
406,ensures fault tolerance,ensures fault tolerance,ensures fault tolerance,"['ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9771146178245544,['ensures fault tolerance'],"['ensures', 'tolerance', 'fault']","['ensures', 'tolerance', 'fault']"
407,C) fault tolerance,C) fault tolerance,c fault tolerance,"['c', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.994576930999756,['c fault tolerance'],"['tolerance', 'fault']","['tolerance', 'fault']"
408,"I’m late but still I want to answer the question 
It’s fault tolerance (if one node fails the data from other node would be used)

I have a question? Is the replication factor fixed to 3 or is it a default value?","I’m late but still I want to answer the question 
It’s fault tolerance (if one node fails the data from other node would be used)

I have a question? Is the replication factor fixed to 3 or is it a default value?",im late but still i want to answer the question its fault tolerance if one node fails the data from other node would be used i have a question is the replication factor fixed to or is it a default value,"['I', 'm', 'late', 'still', 'want', 'answer', 'question', 'fault', 'tolerance', 'one', 'node', 'fail', 'datum', 'node', 'would', 'use', 'question', 'replication', 'factor', 'fix', 'default', 'value']",Negative,Negative,NEGATIVE,0.9985758066177368,"['replication factor fixed', 'one node fails', 'node would', 'im late', 'fault tolerance', 'default value', 'want', 'used', 'still', 'question']","['question', 'node', 'late', 'answer', 'fault', 'tolerance', 'fails', 'data', 'replication', 'factor']","['node', 'question', 'want', 'late', 'used', 'replication', 'data', 'answer', 'tolerance', 'fault']"
409,I know it is late but my answer for the question is C. :),I know it is late but my answer for the question is C. :),i know it is late but my answer for the question is c :,"['know', 'late', 'answer', 'question', 'c', ':']",Neutral,Negative,NEGATIVE,0.9914152026176452,"['question', 'late', 'know', 'c', 'answer']","['late', 'answer', 'question']","['know', 'late', 'question', 'answer']"
